,Unnamed: 0.1,Unnamed: 0,date,state,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease
108,108,108,2021-03-06,WA,5041.0,,9,,19556.0,19556.0,431.0,56,,98.0,,0,,,5044931.0,,30.0,343868.0,324469.0,778,0,,,,,324428.0,,5369716.0,25314,5369716.0,25314,,,,,,0,,0
109,109,109,2021-03-06,WI,7102.0,6478.0,8,624.0,26432.0,26432.0,260.0,45,2271.0,77.0,2644343.0,2161,,,,,,621277.0,566364.0,614,0,,,,,,552642.0,7061402.0,24321,7061402.0,24321,,,,,3210707.0,2367,,0
110,110,110,2021-03-06,WV,2323.0,1979.0,5,344.0,,,196.0,0,,56.0,,0,,,,,27.0,133290.0,106513.0,326,0,,,,,,124983.0,,0,2230102.0,11614,32961.0,,,,,0,2230102.0,11614
111,111,111,2021-03-06,WY,682.0,,0,,1391.0,1391.0,21.0,0,,,182264.0,0,,,602513.0,,,54764.0,46397.0,0,0,,,,,38993.0,53550.0,,0,649293.0,0,,,,,228661.0,0,649293.0,0
112,112,112,2021-03-05,AK,305.0,,2,,1293.0,1293.0,33.0,3,,,,0,,,1660758.0,,2.0,56886.0,,141,0,,,,,68693.0,,,0,1731628.0,7144,,,,,,0,1731628.0,7144
113,113,113,2021-03-05,AL,10122.0,7943.0,28,2179.0,45976.0,45976.0,526.0,169,2672.0,,1924758.0,4223,,,,1514.0,,498887.0,391369.0,811,0,,,,,,295690.0,,0,2316127.0,4920,,,119005.0,,2316127.0,4920,,0
114,114,114,2021-03-05,AR,5283.0,4291.0,10,992.0,14903.0,14903.0,359.0,27,,153.0,2472738.0,8452,,,2472738.0,1530.0,86.0,324326.0,255365.0,570,0,,,,81647.0,,314732.0,,0,2728103.0,8874,,,,479119.0,,0,2728103.0,8874
115,115,115,2021-03-05,AS,0.0,,0,,,,,0,,,2140.0,0,,,,,,0.0,0.0,0,0,,,,,,,,0,2140.0,0,,,,,,0,2140.0,0
116,116,116,2021-03-05,AZ,16269.0,14339.0,84,1930.0,57819.0,57819.0,1043.0,72,,325.0,3050890.0,18778,,,,,154.0,823384.0,767560.0,2276,0,,,,,,,,0,7827570.0,51727,579560.0,,441664.0,,3818450.0,20834,7827570.0,51727
117,117,117,2021-03-05,CA,53448.0,,400,,,,4714.0,0,,1236.0,,0,,,,,,3493126.0,3493126.0,4659,0,,,,,,,,0,49294503.0,146818,,,,,,0,49294503.0,146818
118,118,118,2021-03-05,CO,5986.0,5250.0,12,736.0,23863.0,23863.0,356.0,72,,,2193953.0,5212,366328.0,,,,,434654.0,410054.0,1633,0,61933.0,,,,,,6343360.0,33127,6343360.0,33127,430938.0,,,,2604007.0,6312,,0
119,119,119,2021-03-05,CT,7704.0,6327.0,11,1377.0,,,428.0,0,,,,0,,,6188566.0,,,285330.0,265709.0,830,0,,22245.0,,,323284.0,,,0,6520366.0,41868,,396680.0,,,,0,6520366.0,41868
120,120,120,2021-03-05,DC,1027.0,,3,,,,160.0,0,,45.0,,0,,,,,19.0,41122.0,,108,0,,,,,,29417.0,1247637.0,5821,1247637.0,5821,,,,,439513.0,1038,,0
121,121,121,2021-03-05,DE,1453.0,1317.0,9,136.0,,,127.0,0,,15.0,542791.0,1020,,,,,,87874.0,83187.0,231,0,,,,,91372.0,,1417318.0,3678,1417318.0,3678,,,,,630665.0,1251,,0
122,122,122,2021-03-05,FL,32093.0,,138,,81902.0,81902.0,3419.0,302,,,9296590.0,26910,864153.0,816231.0,16788533.0,,,1900598.0,1542400.0,5876,0,190026.0,,178979.0,,2490463.0,,22186763.0,106925,22186763.0,106925,1054711.0,,995580.0,,11197188.0,32786,19371172.0,77877
123,123,123,2021-03-05,GA,17815.0,15526.0,65,2289.0,56627.0,56627.0,2099.0,115,9236.0,,,0,,,,,,1019509.0,826117.0,2081,0,77232.0,166895.0,,,801097.0,,,0,7315477.0,35861,480456.0,1463362.0,,,,0,7315477.0,35861
124,124,124,2021-03-05,GU,133.0,,2,,,,2.0,0,,1.0,112887.0,538,,,,,1.0,7748.0,7539.0,1,0,27.0,248.0,,,,7590.0,,0,120635.0,539,358.0,9299.0,,,,0,120426.0,539
125,125,125,2021-03-05,HI,443.0,443.0,2,,2225.0,2225.0,28.0,0,,5.0,,0,,,,,3.0,28561.0,27753.0,95,0,,,,,27648.0,,1136395.0,5302,1136395.0,5302,,,,,,0,,0
126,126,126,2021-03-05,IA,5549.0,,13,,,,176.0,0,,39.0,1041604.0,1549,,93908.0,2421684.0,,9.0,281765.0,281765.0,374,0,,60505.0,19454.0,57011.0,305649.0,318996.0,,0,1323369.0,1923,,1381718.0,113413.0,246773.0,1325769.0,1924,2742341.0,7564
127,127,127,2021-03-05,ID,1876.0,1649.0,0,227.0,7164.0,7164.0,139.0,20,1242.0,32.0,504925.0,1234,,,,,,172587.0,139871.0,299,0,,,,,,95524.0,,0,644796.0,1438,,123809.0,,,644796.0,1438,1100276.0,3452
128,128,128,2021-03-05,IL,22946.0,20700.0,44,2246.0,,,1166.0,0,,263.0,,0,,,,,121.0,1194702.0,,1442,0,,,,,,,,0,18492848.0,103336,,,,,,0,18492848.0,103336
129,129,129,2021-03-05,IN,12697.0,12263.0,34,434.0,43104.0,43104.0,730.0,60,7588.0,123.0,2473358.0,4481,,,,,64.0,665285.0,,839,0,,,,,758078.0,,,0,8171222.0,37626,,,,,3138643.0,5320,8171222.0,37626
130,130,130,2021-03-05,KS,4812.0,,-4,,9387.0,9387.0,235.0,32,2554.0,50.0,974686.0,5035,,,,411.0,22.0,295861.0,,752,0,,,,,,,,0,1270547.0,5787,,602322.0,,,1270547.0,5787,2525259.0,21021
131,131,131,2021-03-05,KY,4754.0,4311.0,22,443.0,19380.0,19380.0,606.0,16,4023.0,179.0,,0,,,,,76.0,409345.0,313491.0,905,0,9894.0,37518.0,,,251729.0,48038.0,,0,3969899.0,15260,111829.0,506024.0,,,,0,3969899.0,15260
132,132,132,2021-03-05,LA,9716.0,9007.0,30,709.0,,,538.0,0,,,5241101.0,18643,,,,,77.0,433045.0,371994.0,518,0,,,,,,415954.0,,0,5674146.0,19161,,466494.0,,,,0,5613095.0,19007
133,133,133,2021-03-05,MA,16322.0,15992.0,26,330.0,19713.0,19713.0,716.0,0,,180.0,4388938.0,8907,,,,,109.0,588209.0,556307.0,1899,0,,,15425.0,,664893.0,508745.0,,0,16628614.0,106263,,,156185.0,574434.0,4945245.0,10584,16628614.0,106263
134,134,134,2021-03-05,MD,7930.0,7748.0,8,182.0,35378.0,35378.0,849.0,74,,229.0,3024949.0,6829,,169779.0,,,,385678.0,385678.0,913,0,,,28360.0,,470625.0,9701.0,,0,8024078.0,41728,,,198139.0,,3410627.0,7742,8024078.0,41728
135,135,135,2021-03-05,ME,704.0,681.0,-1,23.0,1560.0,1560.0,74.0,11,,27.0,,0,14232.0,,,,10.0,45452.0,35636.0,225,0,869.0,10587.0,,,41262.0,12833.0,,0,1644587.0,11279,15113.0,209745.0,,,,0,1644587.0,11279
136,136,136,2021-03-05,MI,16601.0,15610.0,12,991.0,,,866.0,0,,222.0,,0,,,9833789.0,,97.0,654380.0,594765.0,1791,0,,,,,750946.0,541258.0,,0,10584735.0,46112,535084.0,,,,,0,10584735.0,46112
137,137,137,2021-03-05,MN,6534.0,6261.0,13,273.0,25938.0,25938.0,224.0,42,5352.0,57.0,3043308.0,7310,,,,,,488170.0,463969.0,796,0,,,,,,474175.0,7058033.0,34207,7058033.0,34207,,444689.0,,,3507277.0,7978,,0
138,138,138,2021-03-05,MO,8158.0,,8,,,,1019.0,0,,202.0,1872325.0,3724,126530.0,,4001529.0,,135.0,479966.0,479966.0,430,0,24695.0,83209.0,,,529982.0,,,0,4541067.0,16593,151424.0,892648.0,135245.0,362075.0,2352291.0,4154,4541067.0,16593
139,139,139,2021-03-05,MP,2.0,2.0,0,,4.0,4.0,,0,,,17429.0,0,,,,,,144.0,144.0,0,0,,,,,,29.0,,0,17573.0,0,,,,,17542.0,0,26131.0,0
140,140,140,2021-03-05,MS,6783.0,4724.0,19,2059.0,9162.0,9162.0,445.0,0,,99.0,1459374.0,0,,,,,53.0,296745.0,183930.0,591,0,,,,,,278162.0,,0,1756119.0,591,81986.0,748339.0,,,,0,1642348.0,0
141,141,141,2021-03-05,MT,1379.0,,4,,4610.0,4610.0,67.0,2,,12.0,,0,,,,,7.0,100656.0,95509.0,125,0,,,,,,97541.0,,0,1096913.0,5391,,,,,,0,1096913.0,5391
142,142,142,2021-03-05,NC,11446.0,10125.0,47,1321.0,,,1226.0,0,,314.0,,0,,,,,,870149.0,758115.0,2093,0,,,,,,,,0,9650184.0,44487,,798257.0,,,,0,9650184.0,44487
143,143,143,2021-03-05,ND,1478.0,,0,,3875.0,3875.0,22.0,0,567.0,3.0,305910.0,312,,,,,,100278.0,94866.0,94,0,,,,,,98164.0,1422537.0,2917,1422537.0,2917,,154678.0,,,406188.0,406,1533007.0,4170
144,144,144,2021-03-05,NE,2112.0,,20,,6226.0,6226.0,143.0,69,,,769232.0,1102,,,2173557.0,,,202310.0,,337,0,,,,,235280.0,156510.0,,0,2411545.0,7859,,,,,972080.0,1441,2411545.0,7859
145,145,145,2021-03-05,NH,1178.0,,0,,1126.0,1126.0,90.0,-1,348.0,,577690.0,445,,,,,,76422.0,53755.0,244,0,,,,,,73004.0,,0,1481488.0,7047,39484.0,201268.0,37863.0,,631445.0,619,1481488.0,7047
146,146,146,2021-03-05,NJ,23521.0,21124.0,30,2397.0,65254.0,65254.0,1881.0,1117,,389.0,10186941.0,90590,,,,,223.0,806370.0,715889.0,3701,0,,,,,,,,0,10993311.0,94291,,,,,,0,10902830.0,96433
147,147,147,2021-03-05,NM,3787.0,,18,,13229.0,13229.0,183.0,14,,,,0,,,,,,186460.0,,304,0,,,,,,153376.0,,0,2757994.0,19260,,,,,,0,2757994.0,19260
148,148,148,2021-03-05,NV,5020.0,,15,,,,393.0,0,,88.0,1127378.0,2124,,,,,49.0,295460.0,295460.0,391,0,,,,,,,2754332.0,8024,2754332.0,8024,,,,,1422838.0,2515,,0
149,149,149,2021-03-05,NY,38891.0,,95,,,,5034.0,0,,1030.0,,0,,,,,700.0,1666733.0,,8956,0,,,,,,,39194200.0,296935,39194200.0,296935,,,,,,0,,0
150,150,150,2021-03-05,OH,17656.0,14752.0,467,2594.0,50782.0,50782.0,919.0,87,7184.0,266.0,,0,,,,,185.0,976230.0,834857.0,1750,0,,85756.0,,,861702.0,921707.0,,0,10187678.0,43131,,1751798.0,,,,0,10187678.0,43131
151,151,151,2021-03-05,OK,4534.0,,0,,24157.0,24157.0,366.0,54,,109.0,3135060.0,8299,,,3135060.0,,,427558.0,,917,0,21760.0,,,,389240.0,410778.0,,0,3562618.0,9216,148204.0,,,,,0,3536729.0,9046
152,152,152,2021-03-05,OR,2284.0,,32,,8699.0,8699.0,154.0,17,,30.0,,0,,,3571922.0,,14.0,156673.0,,386,0,,,,,226145.0,,,0,3798067.0,10629,,,,,,0,3798067.0,10629
153,153,153,2021-03-05,PA,24262.0,,43,,,,1587.0,0,,325.0,3926038.0,10767,,,,,173.0,944196.0,811019.0,2757,0,,,,,,859218.0,10629284.0,59517,10629284.0,59517,,,,,4737057.0,12998,,0
154,154,154,2021-03-05,PR,2056.0,1747.0,3,309.0,,,136.0,0,,23.0,305972.0,0,,,395291.0,,18.0,101066.0,93114.0,199,0,83339.0,,,,20103.0,91833.0,,0,407038.0,199,,,,,,0,415664.0,0
155,155,155,2021-03-05,RI,2541.0,,2,,9020.0,9020.0,141.0,18,,25.0,674515.0,1387,,,2935432.0,,16.0,128121.0,,394,0,,,,,152549.0,,3087981.0,22869,3087981.0,22869,,,,,802636.0,1781,,0
156,156,156,2021-03-05,SC,8699.0,7697.0,39,1002.0,20605.0,20605.0,664.0,63,,163.0,4603549.0,25299,106319.0,,4473811.0,,88.0,523258.0,448275.0,1695,0,27965.0,110026.0,,,578013.0,230793.0,,0,5126807.0,26994,134284.0,893871.0,,,,0,5051824.0,26489
157,157,157,2021-03-05,SD,1896.0,,0,,6681.0,6681.0,74.0,17,,16.0,313260.0,839,,,,,8.0,113229.0,100412.0,164,0,,,,,104870.0,109237.0,,0,698456.0,1800,,,,,426489.0,1003,698456.0,1800
158,158,158,2021-03-05,TN,11534.0,9272.0,33,2262.0,18837.0,18837.0,939.0,58,,246.0,,0,,,6103817.0,,135.0,780894.0,653053.0,1445,0,,139970.0,,,752764.0,755474.0,,0,6856581.0,21699,,1420353.0,,,,0,6856581.0,21699
159,159,159,2021-03-05,TX,44134.0,,256,,,,5065.0,0,,1530.0,,0,,,,,,2678295.0,2314187.0,6853,0,156198.0,210359.0,,,2622199.0,2470308.0,,0,19820052.0,55875,1025537.0,2624414.0,,,,0,19820052.0,55875
160,160,160,2021-03-05,UT,1970.0,,15,,14841.0,14841.0,238.0,58,2339.0,85.0,1553533.0,3773,,,2549818.0,820.0,,373868.0,,1160,0,,59774.0,,57308.0,345264.0,357312.0,,0,2895082.0,8713,,989804.0,,367204.0,1869438.0,4125,2895082.0,8713
161,161,161,2021-03-05,VA,9428.0,8049.0,71,1379.0,24514.0,24514.0,1222.0,100,,254.0,,0,,,,,150.0,583060.0,458696.0,1652,0,28595.0,124169.0,,,560226.0,,5996828.0,24556,5996828.0,24556,223275.0,1434691.0,,,,0,,0
162,162,162,2021-03-05,VI,25.0,25.0,0,,,,,0,,,46167.0,160,,,,,,2714.0,,10,0,,,,,,2559.0,,0,48881.0,170,,,,,48961.0,137,,0
163,163,163,2021-03-05,VT,207.0,,0,,,,26.0,0,,4.0,318720.0,634,,,,,,15819.0,15376.0,133,0,,,,,,13145.0,,0,1107296.0,12441,,,,,334096.0,765,1107296.0,12441
164,164,164,2021-03-05,WA,5032.0,,20,,19500.0,19500.0,413.0,34,,108.0,,0,,,5020273.0,,57.0,343090.0,323839.0,854,0,,,,,323771.0,,5344402.0,24021,5344402.0,24021,,,,,,0,,0
165,165,165,2021-03-05,WI,7094.0,6477.0,12,617.0,26387.0,26387.0,260.0,57,2268.0,77.0,2642182.0,3034,,,,,,620663.0,566158.0,721,0,,,,,,552311.0,7037081.0,28542,7037081.0,28542,,,,,3208340.0,3384,,0
166,166,166,2021-03-05,WV,2318.0,1971.0,9,347.0,,,200.0,0,,55.0,,0,,,,,28.0,132964.0,106259.0,287,0,,,,,,124502.0,,0,2218488.0,10812,32864.0,,,,,0,2218488.0,10812
167,167,167,2021-03-05,WY,682.0,,0,,1391.0,1391.0,21.0,2,,,182264.0,307,,,602513.0,,,54764.0,46397.0,79,0,,,,,38993.0,53550.0,,0,649293.0,3114,,,,,228661.0,376,649293.0,3114
168,168,168,2021-03-04,AK,303.0,,0,,1290.0,1290.0,32.0,5,,,,0,,,1653763.0,,2.0,56745.0,,140,0,,,,,68549.0,,,0,1724484.0,13466,,,,,,0,1724484.0,13466
169,169,169,2021-03-04,AL,10094.0,7920.0,65,2174.0,45807.0,45807.0,544.0,84,2666.0,,1920535.0,4990,,,,1513.0,,498076.0,390672.0,922,0,,,,,,295690.0,,0,2311207.0,5890,,,118631.0,,2311207.0,5890,,0
170,170,170,2021-03-04,AR,5273.0,4283.0,12,990.0,14876.0,14876.0,397.0,50,,165.0,2464286.0,8977,,,2464286.0,1525.0,91.0,323756.0,254943.0,403,0,,,,81463.0,,314207.0,,0,2719229.0,9283,,,,474331.0,,0,2719229.0,9283
171,171,171,2021-03-04,AS,0.0,,0,,,,,0,,,2140.0,0,,,,,,0.0,0.0,0,0,,,,,,,,0,2140.0,0,,,,,,0,2140.0,0
172,172,172,2021-03-04,AZ,16185.0,14264.0,96,1921.0,57747.0,57747.0,1072.0,50,,343.0,3032112.0,9402,,,,,165.0,821108.0,765504.0,1154,0,,,,,,,,0,7775843.0,36482,578537.0,,441041.0,,3797616.0,10375,7775843.0,36482
173,173,173,2021-03-04,CA,53048.0,,273,,,,4967.0,0,,1327.0,,0,,,,,,3488467.0,3488467.0,3504,0,,,,,,,,0,49147685.0,119637,,,,,,0,49147685.0,119637
174,174,174,2021-03-04,CO,5974.0,5238.0,4,736.0,23791.0,23791.0,355.0,56,,,2188741.0,5603,364091.0,,,,,433021.0,408954.0,1351,0,61329.0,,,,,,6310233.0,36564,6310233.0,36564,428261.0,,,,2597695.0,6832,,0
175,175,175,2021-03-04,CT,7693.0,6320.0,15,1373.0,,,433.0,0,,,,0,,,6147613.0,,,284500.0,264992.0,878,0,,22088.0,,,322440.0,,,0,6478498.0,42863,,393486.0,,,,0,6478498.0,42863
176,176,176,2021-03-04,DC,1024.0,,1,,,,170.0,0,,49.0,,0,,,,,18.0,41014.0,,196,0,,,,,,29287.0,1241816.0,7833,1241816.0,7833,,,,,438475.0,1619,,0
177,177,177,2021-03-04,DE,1444.0,1308.0,4,136.0,,,130.0,0,,18.0,541771.0,807,,,,,,87643.0,82971.0,218,0,,,,,91186.0,,1413640.0,3724,1413640.0,3724,,,,,629414.0,1025,,0
178,178,178,2021-03-04,FL,31955.0,,126,,81600.0,81600.0,3566.0,322,,,9269680.0,26450,847365.0,803582.0,16719252.0,,,1894722.0,1538139.0,5997,0,176911.0,,166506.0,,2482227.0,,22079838.0,104245,22079838.0,104245,1024780.0,,970437.0,,11164402.0,32447,19293295.0,74448
179,179,179,2021-03-04,GA,17750.0,15462.0,125,2288.0,56512.0,56512.0,2191.0,143,9221.0,,,0,,,,,,1017428.0,824804.0,2886,0,76680.0,166192.0,,,799666.0,,,0,7279616.0,28189,479300.0,1451169.0,,,,0,7279616.0,28189
180,180,180,2021-03-04,GU,131.0,,0,,,,5.0,0,,1.0,112349.0,424,,,,,1.0,7747.0,7538.0,2,0,24.0,248.0,,,,7590.0,,0,120096.0,426,357.0,9262.0,,,,0,119887.0,426
181,181,181,2021-03-04,HI,441.0,441.0,0,,2225.0,2225.0,28.0,-1,,5.0,,0,,,,,3.0,28466.0,27699.0,59,0,,,,,27595.0,,1131093.0,6227,1131093.0,6227,,,,,,0,,0
182,182,182,2021-03-04,IA,5536.0,,35,,,,184.0,0,,39.0,1040055.0,2052,,93776.0,2414548.0,,11.0,281391.0,281391.0,400,0,,60354.0,19240.0,56878.0,305285.0,318560.0,,0,1321446.0,2452,,1372820.0,113067.0,245588.0,1323845.0,2461,2734777.0,9441
183,183,183,2021-03-04,ID,1876.0,1649.0,5,227.0,7144.0,7144.0,139.0,13,1241.0,32.0,503691.0,1096,,,,,,172288.0,139667.0,452,0,,,,,,95222.0,,0,643358.0,1441,,123809.0,,,643358.0,1441,1096824.0,3953
184,184,184,2021-03-04,IL,22902.0,20668.0,49,2234.0,,,1200.0,0,,260.0,,0,,,,,128.0,1193260.0,,1740,0,,,,,,,,0,18389512.0,73990,,,,,,0,18389512.0,73990
185,185,185,2021-03-04,IN,12663.0,12231.0,30,432.0,43044.0,43044.0,692.0,89,7567.0,131.0,2468877.0,4795,,,,,63.0,664446.0,,935,0,,,,,757099.0,,,0,8133596.0,40539,,,,,3133323.0,5730,8133596.0,40539
186,186,186,2021-03-04,KS,4816.0,,0,,9355.0,9355.0,203.0,0,2541.0,59.0,969651.0,0,,,,411.0,23.0,295109.0,,0,0,,,,,,,,0,1264760.0,0,,594470.0,,,1264760.0,0,2504238.0,0
187,187,187,2021-03-04,KY,4732.0,4292.0,28,440.0,19364.0,19364.0,645.0,60,4020.0,172.0,,0,,,,,91.0,408440.0,312930.0,1067,0,9815.0,37408.0,,,251183.0,47992.0,,0,3954639.0,14273,111691.0,501372.0,,,,0,3954639.0,14273
188,188,188,2021-03-04,LA,9686.0,8986.0,18,700.0,,,554.0,0,,,5222458.0,24034,,,,,74.0,432527.0,371630.0,756,0,,,,,,415954.0,,0,5654985.0,24790,,463554.0,,,,0,5594088.0,24564
189,189,189,2021-03-04,MA,16296.0,15967.0,44,329.0,19713.0,19713.0,741.0,0,,168.0,4380031.0,8554,,,,,100.0,586310.0,554630.0,1567,0,,,15425.0,,662972.0,508745.0,,0,16522351.0,102362,,,156185.0,571445.0,4934661.0,9964,16522351.0,102362
190,190,190,2021-03-04,MD,7922.0,7740.0,3,182.0,35304.0,35304.0,856.0,81,,216.0,3018120.0,5941,,169779.0,,,,384765.0,384765.0,809,0,,,28360.0,,469489.0,9691.0,,0,7982350.0,33723,,,198139.0,,3402885.0,6750,7982350.0,33723
191,191,191,2021-03-04,ME,705.0,682.0,0,23.0,1549.0,1549.0,69.0,4,,23.0,,0,14201.0,,,,8.0,45227.0,35507.0,136,0,861.0,10511.0,,,41114.0,12827.0,,0,1633308.0,11093,15074.0,208014.0,,,,0,1633308.0,11093
192,192,192,2021-03-04,MI,16589.0,15600.0,39,989.0,,,890.0,0,,229.0,,0,,,9789502.0,,102.0,652589.0,593279.0,1827,0,,,,,749121.0,541258.0,,0,10538623.0,46486,532658.0,,,,,0,10538623.0,46486
193,193,193,2021-03-04,MN,6521.0,6248.0,14,273.0,25896.0,25896.0,229.0,33,5344.0,59.0,3035998.0,14444,,,,,,487374.0,463301.0,940,0,,,,,,473728.0,7023826.0,62827,7023826.0,62827,,441373.0,,,3499299.0,15254,,0
194,194,194,2021-03-04,MO,8150.0,,2,,,,999.0,0,,213.0,1868601.0,3588,126213.0,,3985463.0,,136.0,479536.0,479536.0,467,0,24488.0,82909.0,,,529491.0,,,0,4524474.0,16298,150900.0,878145.0,134839.0,359455.0,2348137.0,4055,4524474.0,16298
195,195,195,2021-03-04,MP,2.0,2.0,0,,4.0,4.0,,0,,,17429.0,0,,,,,,144.0,144.0,0,0,,,,,,29.0,,0,17573.0,0,,,,,17542.0,0,26131.0,0
196,196,196,2021-03-04,MS,6764.0,4717.0,21,2047.0,9162.0,9162.0,448.0,0,,101.0,1459374.0,0,,,,,62.0,296154.0,183586.0,479,0,,,,,,278162.0,,0,1755528.0,479,81986.0,748339.0,,,,0,1642348.0,0
197,197,197,2021-03-04,MT,1375.0,,2,,4608.0,4608.0,73.0,8,,14.0,,0,,,,,7.0,100531.0,95413.0,180,0,,,,,,97499.0,,0,1091522.0,4974,,,,,,0,1091522.0,4974
198,198,198,2021-03-04,NC,11399.0,10083.0,36,1316.0,,,1290.0,0,,326.0,,0,,,,,,868056.0,756509.0,2502,0,,,,,,,,0,9605697.0,44050,,790416.0,,,,0,9605697.0,44050
199,199,199,2021-03-04,ND,1478.0,,0,,3875.0,3875.0,22.0,4,567.0,3.0,305598.0,94,,,,,,100184.0,94807.0,117,0,,,,,,98071.0,1419620.0,3575,1419620.0,3575,,152080.0,,,405782.0,211,1528837.0,4808
200,200,200,2021-03-04,NE,2092.0,,1,,6157.0,6157.0,151.0,10,,,768130.0,1349,,,2166160.0,,,201973.0,,365,0,,,,,234838.0,156048.0,,0,2403686.0,11285,,,,,970639.0,1714,2403686.0,11285
201,201,201,2021-03-04,NH,1178.0,,3,,1127.0,1127.0,92.0,4,348.0,,577245.0,1620,,,,,,76178.0,53581.0,188,0,,,,,,72809.0,,0,1474441.0,7052,39421.0,198915.0,37805.0,,630826.0,1781,1474441.0,7052
202,202,202,2021-03-04,NJ,23491.0,21094.0,42,2397.0,64137.0,64137.0,1900.0,87,,376.0,10096351.0,0,,,,,214.0,802669.0,712585.0,3193,0,,,,,,,,0,10899020.0,3193,,,,,,0,10806397.0,0
203,203,203,2021-03-04,NM,3769.0,,16,,13215.0,13215.0,177.0,25,,,,0,,,,,,186156.0,,258,0,,,,,,151708.0,,0,2738734.0,18352,,,,,,0,2738734.0,18352
204,204,204,2021-03-04,NV,5005.0,,18,,,,407.0,0,,97.0,1125254.0,2431,,,,,47.0,295069.0,295069.0,385,0,,,,,,,2746308.0,8243,2746308.0,8243,,,,,1420323.0,2816,,0
205,205,205,2021-03-04,NY,38796.0,,61,,,,5177.0,0,,1043.0,,0,,,,,712.0,1657777.0,,7593,0,,,,,,,38897265.0,270089,38897265.0,270089,,,,,,0,,0
206,206,206,2021-03-04,OH,17189.0,14752.0,0,2594.0,50695.0,50695.0,1009.0,82,7181.0,270.0,,0,,,,,196.0,974480.0,833772.0,1875,0,,85756.0,,,861702.0,919296.0,,0,10144547.0,43325,,1751798.0,,,,0,10144547.0,43325
207,207,207,2021-03-04,OK,4534.0,,0,,24103.0,24103.0,404.0,39,,118.0,3126761.0,10458,,,3126761.0,,,426641.0,,895,0,21760.0,,,,388328.0,409728.0,,0,3553402.0,11353,148204.0,,,,,0,3527683.0,11432
208,208,208,2021-03-04,OR,2252.0,,27,,8682.0,8682.0,165.0,29,,37.0,,0,,,3562140.0,,12.0,156287.0,,250,0,,,,,225298.0,,,0,3787438.0,27038,,,,,,0,3787438.0,27038
209,209,209,2021-03-04,PA,24219.0,,50,,,,1628.0,0,,350.0,3915271.0,8736,,,,,177.0,941439.0,808788.0,3028,0,,,,,,856709.0,10569767.0,55306,10569767.0,55306,,,,,4724059.0,10836,,0
210,210,210,2021-03-04,PR,2053.0,1745.0,5,308.0,,,171.0,0,,23.0,305972.0,0,,,395291.0,,19.0,100867.0,92939.0,102,0,82809.0,,,,20103.0,91530.0,,0,406839.0,102,,,,,,0,415664.0,0
211,211,211,2021-03-04,RI,2539.0,,5,,9002.0,9002.0,148.0,20,,23.0,673128.0,1586,,,2913009.0,,16.0,127727.0,,442,0,,,,,152103.0,,3065112.0,23431,3065112.0,23431,,,,,800855.0,2028,,0
212,212,212,2021-03-04,SC,8660.0,7660.0,40,1000.0,20542.0,20542.0,734.0,41,,180.0,4578250.0,20102,106051.0,,4448820.0,,91.0,521563.0,447085.0,1567,0,27765.0,109525.0,,,576515.0,230793.0,,0,5099813.0,21669,133816.0,885397.0,,,,0,5025335.0,21018
213,213,213,2021-03-04,SD,1896.0,,3,,6664.0,6664.0,87.0,10,,17.0,312421.0,909,,,,,10.0,113065.0,100284.0,232,0,,,,,105443.0,109113.0,,0,696656.0,1773,,,,,425486.0,1141,696656.0,1773
214,214,214,2021-03-04,TN,11501.0,9248.0,42,2253.0,18779.0,18779.0,970.0,37,,258.0,,0,,,6083248.0,,127.0,779449.0,652083.0,1514,0,,139528.0,,,751634.0,754465.0,,0,6834882.0,17761,,1408619.0,,,,0,6834882.0,17761
215,215,215,2021-03-04,TX,43878.0,,315,,,,5263.0,0,,1599.0,,0,,,,,,2671442.0,2309124.0,8028,0,155146.0,208427.0,,,2618057.0,2458818.0,,0,19764177.0,56522,1022798.0,2606279.0,,,,0,19764177.0,56522
216,216,216,2021-03-04,UT,1955.0,,0,,14783.0,14783.0,247.0,0,2331.0,92.0,1549760.0,4202,,,2541524.0,818.0,,372708.0,,0,0,,59586.0,,57124.0,344845.0,355033.0,,0,2886369.0,10193,,981583.0,,364728.0,1865313.0,4636,2886369.0,10193
217,217,217,2021-03-04,VA,9357.0,8018.0,31,1339.0,24414.0,24414.0,1352.0,60,,284.0,,0,,,,,184.0,581408.0,457348.0,1300,0,28396.0,123686.0,,,558837.0,,5972272.0,25300,5972272.0,25300,222742.0,1421319.0,,,,0,,0
218,218,218,2021-03-04,VI,25.0,25.0,0,,,,,0,,,46007.0,166,,,,,,2704.0,,9,0,,,,,,2547.0,,0,48711.0,175,,,,,48824.0,181,,0
